iOS Emoji

by Eric Fredricksen 2016 (source code)
This'll work best in Safari; Chrome will show most of it correctly.
[dense] [descriptive]
People
🇦🇱	FLAG OF ALBANIA	&#x1f1e6;&#x1f1f1;
🇩🇿	FLAG OF ALGERIA	&#x1f1e9;&#x1f1ff;
🇦🇸	FLAG OF AMERICAN SAMOA	&#x1f1e6;&#x1f1f8;
🇦🇩	FLAG OF ANDORRA	&#x1f1e6;&#x1f1e9;
🇦🇴	FLAG OF ANGOLA	&#x1f1e6;&#x1f1f4;
🇦🇮	FLAG OF ANGUILLA	&#x1f1e6;&#x1f1ee;
🇦🇶	FLAG OF ANTARCTICA	&#x1f1e6;&#x1f1f6;
🇦🇬	FLAG OF ANTIGUA AND BARBUDA	&#x1f1e6;&#x1f1ec;
🇦🇷	FLAG OF ARGENTINA	&#x1f1e6;&#x1f1f7;
🇦🇲	FLAG OF ARMENIA	&#x1f1e6;&#x1f1f2;
🇦🇼	FLAG OF ARUBA	&#x1f1e6;&#x1f1fc;
🇦🇺	FLAG OF AUSTRALIA	&#x1f1e6;&#x1f1fa;
🇦🇹	FLAG OF AUSTRIA	&#x1f1e6;&#x1f1f9;
🇦🇿	FLAG OF AZERBAIJAN	&#x1f1e6;&#x1f1ff;
🇧🇸	FLAG OF BAHAMAS	&#x1f1e7;&#x1f1f8;
🇧🇭	FLAG OF BAHRAIN	&#x1f1e7;&#x1f1ed;
🇧🇩	FLAG OF BANGLADESH	&#x1f1e7;&#x1f1e9;
🇧🇧	FLAG OF BARBADOS	&#x1f1e7;&#x1f1e7;
🇧🇾	FLAG OF BELARUS	&#x1f1e7;&#x1f1fe;
🇧🇪	FLAG OF BELGIUM	&#x1f1e7;&#x1f1ea;
🇧🇿	FLAG OF BELIZE	&#x1f1e7;&#x1f1ff;
🇧🇯	FLAG OF BENIN	&#x1f1e7;&#x1f1ef;
🇧🇲	FLAG OF BERMUDA	&#x1f1e7;&#x1f1f2;
🇧🇹	FLAG OF BHUTAN	&#x1f1e7;&#x1f1f9;
🇧🇴	FLAG OF BOLIVIA (PLURINATIONAL STATE OF)	&#x1f1e7;&#x1f1f4;
🇧🇶	FLAG OF BONAIRE, SINT EUSTATIUS AND SABA	&#x1f1e7;&#x1f1f6;
🇧🇦	FLAG OF BOSNIA AND HERZEGOVINA	&#x1f1e7;&#x1f1e6;
🇧🇼	FLAG OF BOTSWANA	&#x1f1e7;&#x1f1fc;
🇧🇷	FLAG OF BRAZIL	&#x1f1e7;&#x1f1f7;
🇮🇴	FLAG OF BRITISH INDIAN OCEAN TERRITORY	&#x1f1ee;&#x1f1f4;
🇻🇬	FLAG OF BRITISH VIRGIN ISLANDS	&#x1f1fb;&#x1f1ec;
🇧🇳	FLAG OF BRUNEI DARUSSALAM	&#x1f1e7;&#x1f1f3;
🇧🇬	FLAG OF BULGARIA	&#x1f1e7;&#x1f1ec;
🇧🇫	FLAG OF BURKINA FASO	&#x1f1e7;&#x1f1eb;
🇧🇮	FLAG OF BURUNDI	&#x1f1e7;&#x1f1ee;
🇨🇻	FLAG OF CABO VERDE	&#x1f1e8;&#x1f1fb;
🇰🇭	FLAG OF CAMBODIA	&#x1f1f0;&#x1f1ed;
🇨🇲	FLAG OF CAMEROON	&#x1f1e8;&#x1f1f2;
🇨🇦	FLAG OF CANADA	&#x1f1e8;&#x1f1e6;
🇮🇨	FLAG OF CANARY ISLANDS	&#x1f1ee;&#x1f1e8;
🇰🇾	FLAG OF CAYMAN ISLANDS	&#x1f1f0;&#x1f1fe;
🇨🇫	FLAG OF CENTRAL AFRICAN REPUBLIC	&#x1f1e8;&#x1f1eb;
🇹🇩	FLAG OF CHAD	&#x1f1f9;&#x1f1e9;
🇨🇱	FLAG OF CHILE	&#x1f1e8;&#x1f1f1;
🇨🇳	FLAG OF CHINA	&#x1f1e8;&#x1f1f3;
🇨🇽	FLAG OF CHRISTMAS ISLAND	&#x1f1e8;&#x1f1fd;
🇨🇨	FLAG OF COCOS (KEELING) ISLANDS	&#x1f1e8;&#x1f1e8;
🇨🇴	FLAG OF COLOMBIA	&#x1f1e8;&#x1f1f4;
🇰🇲	FLAG OF COMOROS	&#x1f1f0;&#x1f1f2;
🇨🇬	FLAG OF CONGO	&#x1f1e8;&#x1f1ec;
🇨🇩	FLAG OF CONGO (DEMOCRATIC REPUBLIC OF THE)	&#x1f1e8;&#x1f1e9;
🇨🇰	FLAG OF COOK ISLANDS	&#x1f1e8;&#x1f1f0;
🇨🇷	FLAG OF COSTA RICA	&#x1f1e8;&#x1f1f7;
🇭🇷	FLAG OF CROATIA	&#x1f1ed;&#x1f1f7;
🇨🇺	FLAG OF CUBA	&#x1f1e8;&#x1f1fa;
🇨🇼	FLAG OF CURAÇAO	&#x1f1e8;&#x1f1fc;
🇨🇾	FLAG OF CYPRUS	&#x1f1e8;&#x1f1fe;
🇨🇿	FLAG OF CZECH REPUBLIC	&#x1f1e8;&#x1f1ff;
🇩🇰	FLAG OF DENMARK	&#x1f1e9;&#x1f1f0;
🇩🇯	FLAG OF DJIBOUTI	&#x1f1e9;&#x1f1ef;
🇩🇲	FLAG OF DOMINICA	&#x1f1e9;&#x1f1f2;
🇩🇴	FLAG OF DOMINICAN REPUBLIC	&#x1f1e9;&#x1f1f4;
🇪🇨	FLAG OF ECUADOR	&#x1f1ea;&#x1f1e8;
🇪🇬	FLAG OF EGYPT	&#x1f1ea;&#x1f1ec;
🇸🇻	FLAG OF EL SALVADOR	&#x1f1f8;&#x1f1fb;
🇬🇶	FLAG OF EQUATORIAL GUINEA	&#x1f1ec;&#x1f1f6;
🇪🇷	FLAG OF ERITREA	&#x1f1ea;&#x1f1f7;
🇪🇪	FLAG OF ESTONIA	&#x1f1ea;&#x1f1ea;
🇪🇹	FLAG OF ETHIOPIA	&#x1f1ea;&#x1f1f9;
🇪🇺	FLAG OF EUROPEAN UNION	&#x1f1ea;&#x1f1fa;
🇫🇰	FLAG OF FALKLAND ISLANDS (MALVINAS)	&#x1f1eb;&#x1f1f0;
🇫🇴	FLAG OF FAROE ISLANDS	&#x1f1eb;&#x1f1f4;
🇫🇯	FLAG OF FIJI	&#x1f1eb;&#x1f1ef;
🇫🇮	FLAG OF FINLAND	&#x1f1eb;&#x1f1ee;
🇫🇷	FLAG OF FRANCE	&#x1f1eb;&#x1f1f7;
🇬🇫	FLAG OF FRENCH GUIANA	&#x1f1ec;&#x1f1eb;
🇵🇫	FLAG OF FRENCH POLYNESIA	&#x1f1f5;&#x1f1eb;
🇹🇫	FLAG OF FRENCH SOUTHERN TERRITORIES	&#x1f1f9;&#x1f1eb;
🇬🇦	FLAG OF GABON	&#x1f1ec;&#x1f1e6;
🇬🇲	FLAG OF GAMBIA	&#x1f1ec;&#x1f1f2;
🇬🇪	FLAG OF GEORGIA	&#x1f1ec;&#x1f1ea;
🇩🇪	FLAG OF GERMANY	&#x1f1e9;&#x1f1ea;
🇬🇭	FLAG OF GHANA	&#x1f1ec;&#x1f1ed;
🇬🇮	FLAG OF GIBRALTAR	&#x1f1ec;&#x1f1ee;
🇬🇷	FLAG OF GREECE	&#x1f1ec;&#x1f1f7;
🇬🇱	FLAG OF GREENLAND	&#x1f1ec;&#x1f1f1;
🇬🇩	FLAG OF GRENADA	&#x1f1ec;&#x1f1e9;
🇬🇵	FLAG OF GUADELOUPE	&#x1f1ec;&#x1f1f5;
🇬🇺	FLAG OF GUAM	&#x1f1ec;&#x1f1fa;
🇬🇹	FLAG OF GUATEMALA	&#x1f1ec;&#x1f1f9;
🇬🇬	FLAG OF GUERNSEY	&#x1f1ec;&#x1f1ec;
🇬🇳	FLAG OF GUINEA	&#x1f1ec;&#x1f1f3;
🇬🇼	FLAG OF GUINEA-BISSAU	&#x1f1ec;&#x1f1fc;
🇬🇾	FLAG OF GUYANA	&#x1f1ec;&#x1f1fe;
🇭🇹	FLAG OF HAITI	&#x1f1ed;&#x1f1f9;
🇭🇳	FLAG OF HONDURAS	&#x1f1ed;&#x1f1f3;
🇭🇰	FLAG OF HONG KONG SAR CHINA	&#x1f1ed;&#x1f1f0;
🇭🇺	FLAG OF HUNGARY	&#x1f1ed;&#x1f1fa;
🇮🇸	FLAG OF ICELAND	&#x1f1ee;&#x1f1f8;
🇮🇳	FLAG OF INDIA	&#x1f1ee;&#x1f1f3;
🇮🇩	FLAG OF INDONESIA	&#x1f1ee;&#x1f1e9;
🇮🇷	FLAG OF IRAN (ISLAMIC REPUBLIC OF)	&#x1f1ee;&#x1f1f7;
🇮🇶	FLAG OF IRAQ	&#x1f1ee;&#x1f1f6;
🇮🇪	FLAG OF IRELAND	&#x1f1ee;&#x1f1ea;
🇮🇲	FLAG OF ISLE OF MAN	&#x1f1ee;&#x1f1f2;
🇮🇱	FLAG OF ISRAEL	&#x1f1ee;&#x1f1f1;
🇮🇹	FLAG OF ITALY	&#x1f1ee;&#x1f1f9;
🇨🇮	FLAG OF IVORY COAST (CÔTE D’IVOIRE)	&#x1f1e8;&#x1f1ee;
🇯🇲	FLAG OF JAMAICA	&#x1f1ef;&#x1f1f2;
🇯🇵	FLAG OF JAPAN	&#x1f1ef;&#x1f1f5;
🇯🇪	FLAG OF JERSEY	&#x1f1ef;&#x1f1ea;
🇯🇴	FLAG OF JORDAN	&#x1f1ef;&#x1f1f4;
🇰🇿	FLAG OF KAZAKHSTAN	&#x1f1f0;&#x1f1ff;
🇰🇪	FLAG OF KENYA	&#x1f1f0;&#x1f1ea;
🇰🇮	FLAG OF KIRIBATI	&#x1f1f0;&#x1f1ee;
🇽🇰	FLAG OF KOSOVO	&#x1f1fd;&#x1f1f0;
🇰🇼	FLAG OF KUWAIT	&#x1f1f0;&#x1f1fc;
🇰🇬	FLAG OF KYRGYZSTAN	&#x1f1f0;&#x1f1ec;
🇱🇦	FLAG OF LAO PEOPLE’S DEMOCRATIC REPUBLIC	&#x1f1f1;&#x1f1e6;
🇱🇻	FLAG OF LATVIA	&#x1f1f1;&#x1f1fb;
🇱🇧	FLAG OF LEBANON	&#x1f1f1;&#x1f1e7;
🇱🇸	FLAG OF LESOTHO	&#x1f1f1;&#x1f1f8;
🇱🇷	FLAG OF LIBERIA	&#x1f1f1;&#x1f1f7;
🇱🇾	FLAG OF LIBYA	&#x1f1f1;&#x1f1fe;
🇱🇮	FLAG OF LIECHTENSTEIN	&#x1f1f1;&#x1f1ee;
🇱🇹	FLAG OF LITHUANIA	&#x1f1f1;&#x1f1f9;
🇱🇺	FLAG OF LUXEMBOURG	&#x1f1f1;&#x1f1fa;
🇲🇴	FLAG OF MACAU SAR CHINA	&#x1f1f2;&#x1f1f4;
🇲🇰	FLAG OF MACEDONIA (THE FORMER YUGOSLAV REPUBLIC OF)	&#x1f1f2;&#x1f1f0;
🇲🇬	FLAG OF MADAGASCAR	&#x1f1f2;&#x1f1ec;
🇲🇼	FLAG OF MALAWI	&#x1f1f2;&#x1f1fc;
🇲🇾	FLAG OF MALAYSIA	&#x1f1f2;&#x1f1fe;
🇲🇻	FLAG OF MALDIVES	&#x1f1f2;&#x1f1fb;
🇲🇱	FLAG OF MALI	&#x1f1f2;&#x1f1f1;
🇲🇹	FLAG OF MALTA	&#x1f1f2;&#x1f1f9;
🇲🇭	FLAG OF MARSHALL ISLANDS	&#x1f1f2;&#x1f1ed;
🇲🇶	FLAG OF MARTINIQUE	&#x1f1f2;&#x1f1f6;
🇲🇷	FLAG OF MAURITANIA	&#x1f1f2;&#x1f1f7;
🇲🇺	FLAG OF MAURITIUS	&#x1f1f2;&#x1f1fa;
🇾🇹	FLAG OF MAYOTTE	&#x1f1fe;&#x1f1f9;
🇲🇽	FLAG OF MEXICO	&#x1f1f2;&#x1f1fd;
🇫🇲	FLAG OF MICRONESIA (FEDERATED STATES OF)	&#x1f1eb;&#x1f1f2;
🇲🇩	FLAG OF MOLDOVA (REPUBLIC OF)	&#x1f1f2;&#x1f1e9;
🇲🇨	FLAG OF MONACO	&#x1f1f2;&#x1f1e8;
🇲🇳	FLAG OF MONGOLIA	&#x1f1f2;&#x1f1f3;
🇲🇪	FLAG OF MONTENEGRO	&#x1f1f2;&#x1f1ea;
🇲🇸	FLAG OF MONTSERRAT	&#x1f1f2;&#x1f1f8;
🇲🇦	FLAG OF MOROCCO	&#x1f1f2;&#x1f1e6;
🇲🇿	FLAG OF MOZAMBIQUE	&#x1f1f2;&#x1f1ff;
🇲🇲	FLAG OF MYANMAR	&#x1f1f2;&#x1f1f2;
🇳🇦	FLAG OF NAMIBIA	&#x1f1f3;&#x1f1e6;
🇳🇷	FLAG OF NAURU	&#x1f1f3;&#x1f1f7;
🇳🇵	FLAG OF NEPAL	&#x1f1f3;&#x1f1f5;
🇳🇱	FLAG OF NETHERLANDS	&#x1f1f3;&#x1f1f1;
🇳🇨	FLAG OF NEW CALEDONIA	&#x1f1f3;&#x1f1e8;
🇳🇿	FLAG OF NEW ZEALAND	&#x1f1f3;&#x1f1ff;
🇳🇮	FLAG OF NICARAGUA	&#x1f1f3;&#x1f1ee;
🇳🇪	FLAG OF NIGER	&#x1f1f3;&#x1f1ea;
🇳🇬	FLAG OF NIGERIA	&#x1f1f3;&#x1f1ec;
🇳🇺	FLAG OF NIUE	&#x1f1f3;&#x1f1fa;
🇳🇫	FLAG OF NORFOLK ISLAND	&#x1f1f3;&#x1f1eb;
🇲🇵	FLAG OF NORTHERN MARIANA ISLANDS	&#x1f1f2;&#x1f1f5;
🇰🇵	FLAG OF NORTH KOREA	&#x1f1f0;&#x1f1f5;
🇳🇴	FLAG OF NORWAY	&#x1f1f3;&#x1f1f4;
🇴🇲	FLAG OF OMAN	&#x1f1f4;&#x1f1f2;
🇵🇰	FLAG OF PAKISTAN	&#x1f1f5;&#x1f1f0;
🇵🇼	FLAG OF PALAU	&#x1f1f5;&#x1f1fc;
🇵🇸	FLAG OF PALESTINIAN TERRITORIES	&#x1f1f5;&#x1f1f8;
🇵🇦	FLAG OF PANAMA	&#x1f1f5;&#x1f1e6;
🇵🇬	FLAG OF PAPUA NEW GUINEA	&#x1f1f5;&#x1f1ec;
🇵🇾	FLAG OF PARAGUAY	&#x1f1f5;&#x1f1fe;
🇵🇪	FLAG OF PERU	&#x1f1f5;&#x1f1ea;
🇵🇭	FLAG OF PHILIPPINES	&#x1f1f5;&#x1f1ed;
🇵🇳	FLAG OF PITCAIRN	&#x1f1f5;&#x1f1f3;
🇵🇱	FLAG OF POLAND	&#x1f1f5;&#x1f1f1;
🇵🇹	FLAG OF PORTUGAL	&#x1f1f5;&#x1f1f9;
🇵🇷	FLAG OF PUERTO RICO	&#x1f1f5;&#x1f1f7;
🇶🇦	FLAG OF QATAR	&#x1f1f6;&#x1f1e6;
🇷🇪	FLAG OF RÉUNION	&#x1f1f7;&#x1f1ea;
🇷🇴	FLAG OF ROMANIA	&#x1f1f7;&#x1f1f4;
🇷🇺	FLAG OF RUSSIAN FEDERATION	&#x1f1f7;&#x1f1fa;
🇷🇼	FLAG OF RWANDA	&#x1f1f7;&#x1f1fc;
🇧🇱	FLAG OF SAINT BARTHÉLEMY	&#x1f1e7;&#x1f1f1;
🇸🇭	FLAG OF SAINT HELENA, ASCENSION AND TRISTAN DA CUNHA	&#x1f1f8;&#x1f1ed;
🇰🇳	FLAG OF SAINT KITTS AND NEVIS	&#x1f1f0;&#x1f1f3;
🇱🇨	FLAG OF SAINT LUCIA	&#x1f1f1;&#x1f1e8;
🇵🇲	FLAG OF SAINT PIERRE AND MIQUELON	&#x1f1f5;&#x1f1f2;
🇻🇨	FLAG OF SAINT VINCENT AND THE GRENADINES	&#x1f1fb;&#x1f1e8;
🇼🇸	FLAG OF SAMOA	&#x1f1fc;&#x1f1f8;
🇸🇲	FLAG OF SAN MARINO	&#x1f1f8;&#x1f1f2;
🇸🇹	FLAG OF SAO TOME AND PRINCIPE	&#x1f1f8;&#x1f1f9;
🇸🇦	FLAG OF SAUDI ARABIA	&#x1f1f8;&#x1f1e6;
🇸🇳	FLAG OF SENEGAL	&#x1f1f8;&#x1f1f3;
🇷🇸	FLAG OF SERBIA	&#x1f1f7;&#x1f1f8;
🇸🇨	FLAG OF SEYCHELLES	&#x1f1f8;&#x1f1e8;
🇸🇱	FLAG OF SIERRA LEONE	&#x1f1f8;&#x1f1f1;
🇸🇬	FLAG OF SINGAPORE	&#x1f1f8;&#x1f1ec;
🇸🇽	FLAG OF SINT MAARTEN (DUTCH PART)	&#x1f1f8;&#x1f1fd;
🇸🇰	FLAG OF SLOVAKIA	&#x1f1f8;&#x1f1f0;
🇸🇮	FLAG OF SLOVENIA	&#x1f1f8;&#x1f1ee;
🇸🇧	FLAG OF SOLOMON ISLANDS	&#x1f1f8;&#x1f1e7;
🇸🇴	FLAG OF SOMALIA	&#x1f1f8;&#x1f1f4;
🇿🇦	FLAG OF SOUTH AFRICA	&#x1f1ff;&#x1f1e6;
🇬🇸	FLAG OF SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS	&#x1f1ec;&#x1f1f8;
🇰🇷	FLAG OF SOUTH KOREA	&#x1f1f0;&#x1f1f7;
🇸🇸	FLAG OF SOUTH SUDAN	&#x1f1f8;&#x1f1f8;
🇪🇸	FLAG OF SPAIN	&#x1f1ea;&#x1f1f8;
🇱🇰	FLAG OF SRI LANKA	&#x1f1f1;&#x1f1f0;
🇸🇩	FLAG OF SUDAN	&#x1f1f8;&#x1f1e9;
🇸🇷	FLAG OF SURINAME	&#x1f1f8;&#x1f1f7;
🇸🇿	FLAG OF SWAZILAND	&#x1f1f8;&#x1f1ff;
🇸🇪	FLAG OF SWEDEN	&#x1f1f8;&#x1f1ea;
🇨🇭	FLAG OF SWITZERLAND	&#x1f1e8;&#x1f1ed;
🇸🇾	FLAG OF SYRIAN ARAB REPUBLIC	&#x1f1f8;&#x1f1fe;
🇹🇼	FLAG OF TAIWAN	&#x1f1f9;&#x1f1fc;
🇹🇯	FLAG OF TAJIKISTAN	&#x1f1f9;&#x1f1ef;
🇹🇿	FLAG OF TANZANIA, UNITED REPUBLIC OF	&#x1f1f9;&#x1f1ff;
🇹🇭	FLAG OF THAILAND	&#x1f1f9;&#x1f1ed;
🇹🇱	FLAG OF TIMOR-LESTE	&#x1f1f9;&#x1f1f1;
🇹🇬	FLAG OF TOGO	&#x1f1f9;&#x1f1ec;
🇹🇰	FLAG OF TOKELAU	&#x1f1f9;&#x1f1f0;
🇹🇴	FLAG OF TONGA	&#x1f1f9;&#x1f1f4;
🇹🇹	FLAG OF TRINIDAD AND TOBAGO	&#x1f1f9;&#x1f1f9;
🇹🇳	FLAG OF TUNISIA	&#x1f1f9;&#x1f1f3;
🇹🇷	FLAG OF TURKEY	&#x1f1f9;&#x1f1f7;
🇹🇲	FLAG OF TURKMENISTAN	&#x1f1f9;&#x1f1f2;
🇹🇨	FLAG OF TURKS AND CAICOS ISLANDS	&#x1f1f9;&#x1f1e8;
🇹🇻	FLAG OF TUVALU	&#x1f1f9;&#x1f1fb;
🇺🇬	FLAG OF UGANDA	&#x1f1fa;&#x1f1ec;
🇺🇦	FLAG OF UKRAINE	&#x1f1fa;&#x1f1e6;
🇦🇪	FLAG OF UNITED ARAB EMIRATES	&#x1f1e6;&#x1f1ea;
🇬🇧	FLAG OF UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND	&#x1f1ec;&#x1f1e7;
🇺🇸	FLAG OF UNITED STATES OF AMERICA	&#x1f1fa;&#x1f1f8;
🇻🇮	FLAG OF U.S. VIRGIN ISLANDS	&#x1f1fb;&#x1f1ee;
🇺🇾	FLAG OF URUGUAY	&#x1f1fa;&#x1f1fe;
🇺🇿	FLAG OF UZBEKISTAN	&#x1f1fa;&#x1f1ff;
🇻🇺	FLAG OF VANUATU	&#x1f1fb;&#x1f1fa;
🇻🇦	FLAG OF VATICAN CITY	&#x1f1fb;&#x1f1e6;
🇻🇪	FLAG OF VENEZUELA (BOLIVARIAN REPUBLIC OF)	&#x1f1fb;&#x1f1ea;
🇻🇳	FLAG OF VIET NAM	&#x1f1fb;&#x1f1f3;
🇼🇫	FLAG OF WALLIS AND FUTUNA	&#x1f1fc;&#x1f1eb;
🇪🇭	FLAG OF WESTERN SAHARA	&#x1f1ea;&#x1f1ed;
🇾🇪	FLAG OF YEMEN	&#x1f1fe;&#x1f1ea;
🇿🇲	FLAG OF ZAMBIA	&#x1f1ff;&#x1f1f2;
🇿🇼	FLAG OF ZIMBABWE	&#x1f1ff;&#x1f1fc;
